Record_MonthName,Fault_Group,Fleet,Record_Number
1/1/2016,Control System,ABC,15672
1/1/2016,Control System,ABC,15676
1/1/2016,Control System,ABC,15681
1/1/2016,Control System,XYZ,15684
1/1/2016,Control System,ABC,15690
1/1/2016,Control System,ABC,15692
1/1/2016,Control System,ABC,15698
1/1/2016,Control System,ABC,15699
1/1/2016,Control System,XYZ,15704
1/1/2016,Door System,ABC,15705
1/1/2016,Door System,ABC,15708
1/1/2016,Door System,ABC,15712
1/1/2016,Door System,XYZ,15715
1/1/2016,Door System,ABC,15716
1/1/2016,Door System,ABC,15717
1/1/2016,Door System,ABC,15718
1/1/2016,Door System,ABC,15719
1/1/2016,Propulsion System,ABC,15720
1/1/2016,Propulsion System,ABC,15724
1/1/2016,Propulsion System,ABC,15726
1/1/2016,Propulsion System,ABC,15727
1/1/2016,Propulsion System,XYZ,15731
1/1/2016,Propulsion System,XYZ,15733
1/1/2016,Propulsion System,ABC,15739
1/1/2016,Propulsion System,ABC,15742
1/1/2016,Propulsion System,ABC,15745
1/1/2016,Propulsion System,ABC,15747
1/1/2016,Propulsion System,XYZ,15753
1/1/2016,Pneumatic System,ABC,15755
1/1/2016,Pneumatic System,ABC,15759
1/1/2016,Pneumatic System,ABC,15760
1/1/2016,Pneumatic System,XYZ,15766
1/1/2016,Pneumatic System,ABC,15767
1/1/2016,Pneumatic System,ABC,15773
1/1/2016,Pneumatic System,XYZ,15775
1/1/2016,Pneumatic System,XYZ,15776
1/1/2016,Pneumatic System,ABC,15781
1/1/2016,Pneumatic System,XYZ,15785
1/1/2016,Pneumatic System,ABC,15788
1/1/2016,Pneumatic System,ABC,15790
1/1/2016,Pneumatic System,ABC,15796
1/1/2016,Pneumatic System,XYZ,15799
1/1/2016,Electrical System,ABC,15804
1/1/2016,Electrical System,XYZ,15807
1/1/2016,Electrical System,ABC,15809
1/1/2016,Brake System,XYZ,15813
1/1/2016,Brake System,ABC,15814
1/1/2016,Brake System,XYZ,15819
1/1/2016,Auxiliary System,ABC,15822
1/1/2016,Auxiliary System,ABC,15825
1/1/2016,Auxiliary System,ABC,15827
1/1/2016,Auxiliary System,ABC,15829
1/1/2016,Auxiliary System,ABC,15831
1/1/2016,Auxiliary System,ABC,15833
1/1/2016,Auxiliary System,ABC,15839
1/1/2016,Auxiliary System,ABC,15840
1/1/2016,Auxiliary System,ABC,15844
1/1/2016,Auxiliary System,ABC,15847
1/1/2016,Auxiliary System,ABC,15848
1/1/2016,Auxiliary System,ABC,15850
1/1/2016,Auxiliary System,XYZ,15854
1/1/2016,Aircon System,ABC,15860
1/1/2016,Aircon System,ABC,15861
1/1/2016,Aircon System,ABC,15863
1/1/2016,Aircon System,ABC,15866
1/1/2016,Aircon System,ABC,15872
1/1/2016,Aircon System,ABC,15875
1/1/2016,Aircon System,ABC,15878
1/1/2016,Aircon System,ABC,15881
1/1/2016,Aircon System,ABC,15887
1/1/2016,Aircon System,ABC,15888
1/1/2016,Aircon System,ABC,15890
1/1/2016,Aircon System,ABC,15892
1/1/2016,Aircon System,ABC,15898
1/1/2016,Aircon System,ABC,15903
1/1/2016,Aircon System,XYZ,15904
1/1/2016,Aircon System,ABC,15905
1/1/2016,Aircon System,ABC,15911
1/1/2016,Aircon System,ABC,15914
1/1/2016,Aircon System,ABC,15916
1/1/2016,Aircon System,ABC,15922
1/1/2016,Aircon System,ABC,15926
1/1/2016,Aircon System,ABC,15932
1/1/2016,Aircon System,ABC,15938
1/1/2016,Aircon System,ABC,15940
1/1/2016,Aircon System,ABC,15943
1/1/2016,Aircon System,ABC,15944
1/1/2016,Aircon System,ABC,15947
1/1/2016,Aircon System,ABC,15948
1/1/2016,Aircon System,ABC,15954
1/1/2016,Aircon System,XYZ,15959
1/1/2016,Aircon System,ABC,15962
1/1/2016,Aircon System,ABC,15965
1/1/2016,Aircon System,ABC,15971
1/1/2016,Aircon System,ABC,15973
1/1/2016,Aircon System,ABC,15979
1/1/2016,Aircon System,ABC,15981
1/1/2016,Aircon System,ABC,15983
1/1/2016,Aircon System,ABC,15987
1/1/2016,Aircon System,ABC,15988
1/1/2016,Aircon System,ABC,15990
1/1/2016,Aircon System,ABC,15996
1/1/2016,Aircon System,ABC,16001
1/1/2016,Aircon System,XYZ,16002
1/1/2016,Aircon System,ABC,16004
1/1/2016,Aircon System,ABC,16009
1/1/2016,Aircon System,ABC,16011
1/1/2016,Aircon System,ABC,16013
1/1/2016,Aircon System,ABC,16016
1/1/2016,Aircon System,XYZ,16020
1/1/2016,Aircon System,ABC,16024
1/1/2016,Aircon System,XYZ,16028
1/1/2016,Aircon System,ABC,16029
1/1/2016,Aircon System,ABC,16030
1/1/2016,Aircon System,ABC,16034
1/1/2016,Aircon System,ABC,16038
1/1/2016,Aircon System,ABC,16041
1/1/2016,Aircon System,ABC,16046
1/1/2016,Aircon System,ABC,16051
1/1/2016,Aircon System,ABC,16054
1/1/2016,Aircon System,ABC,16055
1/1/2016,Aircon System,ABC,16057
1/1/2016,Aircon System,ABC,16061
1/2/2016,Control System,ABC,16064
1/2/2016,Control System,ABC,16068
1/2/2016,Control System,XYZ,16072
1/2/2016,Control System,ABC,16075
1/2/2016,Control System,ABC,16081
1/2/2016,Control System,ABC,16087
1/2/2016,Control System,ABC,16091
1/2/2016,Control System,ABC,16092
1/2/2016,Control System,ABC,16095
1/2/2016,Control System,ABC,16097
1/2/2016,Control System,ABC,16098
1/2/2016,Door System,ABC,16099
1/2/2016,Door System,ABC,16102
1/2/2016,Door System,ABC,16106
1/2/2016,Door System,XYZ,16109
1/2/2016,Door System,ABC,16115
1/2/2016,Door System,XYZ,16117
1/2/2016,Door System,ABC,16118
1/2/2016,Door System,ABC,16123
1/2/2016,Door System,ABC,16127
1/2/2016,Door System,XYZ,16131
1/2/2016,Door System,ABC,16136
1/2/2016,Door System,ABC,16138
1/2/2016,Door System,ABC,16141
1/2/2016,Door System,ABC,16143
1/2/2016,Propulsion System,ABC,16146
1/2/2016,Propulsion System,ABC,16149
1/2/2016,Propulsion System,ABC,16154
1/2/2016,Propulsion System,ABC,16157
1/2/2016,Propulsion System,ABC,16159
1/2/2016,Propulsion System,ABC,16164
1/2/2016,Propulsion System,ABC,16165
1/2/2016,Propulsion System,ABC,16171
1/2/2016,Propulsion System,ABC,16173
1/2/2016,Propulsion System,ABC,16176
1/2/2016,Propulsion System,ABC,16178
1/2/2016,Propulsion System,ABC,16179
1/2/2016,Propulsion System,ABC,16180
1/2/2016,Propulsion System,XYZ,16182
1/2/2016,Propulsion System,ABC,16184
1/2/2016,Propulsion System,ABC,16190
1/2/2016,Propulsion System,ABC,16192
1/2/2016,Propulsion System,ABC,16197
1/2/2016,Propulsion System,ABC,16201
1/2/2016,Propulsion System,ABC,16203
1/2/2016,Propulsion System,ABC,16206
1/2/2016,Propulsion System,ABC,16207
1/2/2016,Propulsion System,XYZ,16210
1/2/2016,Propulsion System,ABC,16215
1/2/2016,Propulsion System,ABC,16220
1/2/2016,Propulsion System,ABC,16222
1/2/2016,Pneumatic System,ABC,16224
1/2/2016,Pneumatic System,ABC,16229
1/2/2016,Pneumatic System,XYZ,16234
1/2/2016,Pneumatic System,XYZ,16237
1/2/2016,Pneumatic System,XYZ,16243
1/2/2016,Electrical System,ABC,16246
1/2/2016,Electrical System,ABC,16252
1/2/2016,Electrical System,ABC,16255
1/2/2016,Electrical System,ABC,16261
1/2/2016,Brake System,ABC,16266
1/2/2016,Brake System,XYZ,16268
1/2/2016,Brake System,XYZ,16272
1/2/2016,Brake System,ABC,16275
1/2/2016,Brake System,XYZ,16277
1/2/2016,Brake System,XYZ,16278
1/2/2016,Brake System,ABC,16284
1/2/2016,Brake System,ABC,16288
1/2/2016,Brake System,XYZ,16293
1/2/2016,Brake System,XYZ,16294
1/2/2016,Brake System,ABC,16299
1/2/2016,Brake System,ABC,16300
1/2/2016,Brake System,ABC,16305
1/2/2016,Brake System,XYZ,16309
1/2/2016,Auxiliary System,ABC,16315
1/2/2016,Auxiliary System,ABC,16321
1/2/2016,Auxiliary System,ABC,16327
1/2/2016,Auxiliary System,ABC,16328
1/2/2016,Auxiliary System,ABC,16333
1/2/2016,Auxiliary System,ABC,16337
1/2/2016,Auxiliary System,ABC,16342
1/2/2016,Auxiliary System,ABC,16344
1/2/2016,Aircon System,ABC,16348
1/2/2016,Aircon System,ABC,16353
1/2/2016,Aircon System,ABC,16354
1/2/2016,Aircon System,ABC,16356
1/2/2016,Aircon System,ABC,16359
1/2/2016,Aircon System,ABC,16363
1/2/2016,Aircon System,ABC,16367
1/2/2016,Aircon System,ABC,16372
1/2/2016,Aircon System,XYZ,16376
1/2/2016,Aircon System,ABC,16381
1/2/2016,Aircon System,ABC,16383
1/2/2016,Aircon System,ABC,16388
1/2/2016,Aircon System,ABC,16391
1/2/2016,Aircon System,XYZ,16393
1/2/2016,Aircon System,ABC,16398
1/2/2016,Aircon System,ABC,16401
1/2/2016,Aircon System,ABC,16403
1/2/2016,Aircon System,ABC,16404
1/2/2016,Aircon System,ABC,16405
1/2/2016,Aircon System,ABC,16407
1/2/2016,Aircon System,ABC,16411
1/2/2016,Aircon System,ABC,16414
1/2/2016,Aircon System,ABC,16416
1/2/2016,Aircon System,ABC,16421
1/2/2016,Aircon System,ABC,16426
1/2/2016,Aircon System,ABC,16432
1/2/2016,Aircon System,ABC,16433
1/2/2016,Aircon System,ABC,16439
1/2/2016,Aircon System,ABC,16441
1/2/2016,Aircon System,ABC,16447
1/2/2016,Aircon System,ABC,16449
1/2/2016,Aircon System,ABC,16455
1/2/2016,Aircon System,ABC,16456
1/2/2016,Aircon System,ABC,16458
1/2/2016,Aircon System,ABC,16462
1/2/2016,Aircon System,ABC,16465
1/2/2016,Aircon System,ABC,16467
1/2/2016,Aircon System,ABC,16470
1/2/2016,Aircon System,ABC,16476
1/2/2016,Aircon System,ABC,16479
1/2/2016,Aircon System,ABC,16485
1/2/2016,Aircon System,ABC,16488
1/2/2016,Aircon System,ABC,16489
1/2/2016,Aircon System,ABC,16490
1/2/2016,Aircon System,ABC,16494
1/2/2016,Aircon System,ABC,16498
1/2/2016,Aircon System,ABC,16502
1/2/2016,Aircon System,ABC,16505
1/2/2016,Aircon System,ABC,16506
1/2/2016,Aircon System,ABC,16510
1/2/2016,Aircon System,ABC,16515
1/2/2016,Aircon System,ABC,16520
1/2/2016,Aircon System,ABC,16521
1/3/2016,Control System,ABC,16524
1/3/2016,Control System,ABC,16530
1/3/2016,Control System,ABC,16536
1/3/2016,Control System,ABC,16542
1/3/2016,Door System,XYZ,16543
1/3/2016,Door System,ABC,16549
1/3/2016,Door System,ABC,16553
1/3/2016,Door System,ABC,16559
1/3/2016,Door System,ABC,16562
1/3/2016,Door System,ABC,16564
1/3/2016,Door System,ABC,16570
1/3/2016,Door System,ABC,16576
1/3/2016,Door System,XYZ,16577
1/3/2016,Door System,ABC,16581
1/3/2016,Door System,XYZ,16587
1/3/2016,Door System,ABC,16592
1/3/2016,Door System,ABC,16594
1/3/2016,Door System,XYZ,16598
1/3/2016,Propulsion System,ABC,16601
1/3/2016,Propulsion System,ABC,16607
1/3/2016,Propulsion System,ABC,16609
1/3/2016,Propulsion System,ABC,16615
1/3/2016,Propulsion System,ABC,16620
1/3/2016,Propulsion System,ABC,16626
1/3/2016,Propulsion System,ABC,16629
1/3/2016,Propulsion System,ABC,16630
1/3/2016,Propulsion System,ABC,16633
1/3/2016,Propulsion System,ABC,16639
1/3/2016,Pneumatic System,ABC,16642
1/3/2016,Pneumatic System,XYZ,16644
1/3/2016,Pneumatic System,XYZ,16646
1/3/2016,Pneumatic System,XYZ,16649
1/3/2016,Electrical System,ABC,16651
1/3/2016,Electrical System,ABC,16656
1/3/2016,Electrical System,ABC,16660
1/3/2016,Electrical System,ABC,16662
1/3/2016,Electrical System,ABC,16666
1/3/2016,Electrical System,ABC,16667
1/3/2016,Electrical System,ABC,16668
1/3/2016,Electrical System,ABC,16670
1/3/2016,Electrical System,ABC,16674
1/3/2016,Electrical System,ABC,16676
1/3/2016,Electrical System,ABC,16682
1/3/2016,Electrical System,ABC,16686
1/3/2016,Electrical System,ABC,16690
1/3/2016,Brake System,XYZ,16691
1/3/2016,Brake System,XYZ,16695
1/3/2016,Brake System,ABC,16697
1/3/2016,Brake System,ABC,16702
1/3/2016,Brake System,ABC,16707
1/3/2016,Brake System,XYZ,16711
1/3/2016,Auxiliary System,XYZ,16714
1/3/2016,Auxiliary System,XYZ,16715
1/3/2016,Auxiliary System,ABC,16716
1/3/2016,Auxiliary System,XYZ,16721
1/3/2016,Auxiliary System,XYZ,16724
1/3/2016,Auxiliary System,ABC,16728
1/3/2016,Aircon System,ABC,16732
1/3/2016,Aircon System,XYZ,16736
1/3/2016,Aircon System,ABC,16740
1/3/2016,Aircon System,ABC,16744
1/3/2016,Aircon System,XYZ,16748
1/3/2016,Aircon System,ABC,16750
1/3/2016,Aircon System,ABC,16756
1/3/2016,Aircon System,ABC,16761
1/3/2016,Aircon System,ABC,16766
1/3/2016,Aircon System,ABC,16770
1/3/2016,Aircon System,ABC,16771
1/3/2016,Aircon System,ABC,16777
1/3/2016,Aircon System,ABC,16781
1/3/2016,Aircon System,ABC,16782
1/3/2016,Aircon System,ABC,16783
1/3/2016,Aircon System,ABC,16789
1/3/2016,Aircon System,ABC,16791
1/3/2016,Aircon System,ABC,16795
1/3/2016,Aircon System,ABC,16800
1/3/2016,Aircon System,ABC,16802
1/3/2016,Aircon System,ABC,16805
1/3/2016,Aircon System,ABC,16806
1/3/2016,Aircon System,ABC,16809
1/3/2016,Aircon System,ABC,16810
1/3/2016,Aircon System,XYZ,16813
1/3/2016,Aircon System,ABC,16816
1/3/2016,Aircon System,ABC,16819
1/3/2016,Aircon System,ABC,16822
1/3/2016,Aircon System,ABC,16827
1/3/2016,Aircon System,ABC,16830
1/3/2016,Aircon System,ABC,16834
1/3/2016,Aircon System,ABC,16837
1/3/2016,Aircon System,ABC,16841
1/3/2016,Aircon System,ABC,16847
1/3/2016,Aircon System,ABC,16848
1/3/2016,Aircon System,ABC,16849
1/3/2016,Aircon System,ABC,16855
1/3/2016,Aircon System,XYZ,16860
1/3/2016,Aircon System,ABC,16864
1/3/2016,Aircon System,ABC,16870
1/3/2016,Aircon System,ABC,16872
1/3/2016,Aircon System,ABC,16873
1/3/2016,Aircon System,ABC,16878
1/3/2016,Aircon System,ABC,16883
1/3/2016,Aircon System,ABC,16885
1/3/2016,Aircon System,ABC,16887
1/3/2016,Aircon System,XYZ,16892
1/3/2016,Aircon System,ABC,16896
1/3/2016,Aircon System,ABC,16900
1/3/2016,Aircon System,ABC,16906
1/3/2016,Aircon System,ABC,16908
1/4/2016,Control System,XYZ,16909
1/4/2016,Control System,ABC,16915
1/4/2016,Control System,ABC,16919
1/4/2016,Control System,ABC,16920
1/4/2016,Control System,ABC,16923
1/4/2016,Control System,ABC,16926
1/4/2016,Control System,ABC,16931
1/4/2016,Control System,ABC,16935
1/4/2016,Door System,XYZ,16937
1/4/2016,Door System,ABC,16940
1/4/2016,Door System,XYZ,16945
1/4/2016,Door System,ABC,16948
1/4/2016,Door System,ABC,16954
1/4/2016,Door System,ABC,16955
1/4/2016,Door System,ABC,16957
1/4/2016,Door System,ABC,16962
1/4/2016,Door System,ABC,16968
1/4/2016,Door System,ABC,16974
1/4/2016,Propulsion System,ABC,16978
1/4/2016,Propulsion System,XYZ,16984
1/4/2016,Propulsion System,ABC,16990
1/4/2016,Propulsion System,ABC,16994
1/4/2016,Propulsion System,ABC,16999
1/4/2016,Propulsion System,ABC,17002
1/4/2016,Propulsion System,ABC,17006
1/4/2016,Propulsion System,ABC,17007
1/4/2016,Propulsion System,ABC,17008
1/4/2016,Propulsion System,ABC,17012
1/4/2016,Pneumatic System,ABC,17013
1/4/2016,Pneumatic System,ABC,17017
1/4/2016,Pneumatic System,ABC,17019
1/4/2016,Pneumatic System,XYZ,17025
1/4/2016,Pneumatic System,XYZ,17026
1/4/2016,Pneumatic System,ABC,17028
1/4/2016,Electrical System,XYZ,17029
1/4/2016,Electrical System,ABC,17033
1/4/2016,Electrical System,ABC,17038
1/4/2016,Brake System,XYZ,17043
1/4/2016,Brake System,ABC,17044
1/4/2016,Brake System,ABC,17048
1/4/2016,Brake System,XYZ,17049
1/4/2016,Brake System,ABC,17050
1/4/2016,Brake System,XYZ,17056
1/4/2016,Brake System,ABC,17059
1/4/2016,Auxiliary System,XYZ,17065
1/4/2016,Auxiliary System,ABC,17066
1/4/2016,Auxiliary System,ABC,17072
1/4/2016,Auxiliary System,ABC,17073
1/4/2016,Auxiliary System,ABC,17078
1/4/2016,Auxiliary System,ABC,17083
1/4/2016,Auxiliary System,XYZ,17087
1/4/2016,Auxiliary System,XYZ,17092
1/4/2016,Auxiliary System,XYZ,17096
1/4/2016,Auxiliary System,XYZ,17097
1/4/2016,Auxiliary System,ABC,17100
1/4/2016,Auxiliary System,XYZ,17102
1/4/2016,Auxiliary System,XYZ,17108
1/4/2016,Auxiliary System,ABC,17109
1/4/2016,Aircon System,ABC,17110
1/4/2016,Aircon System,XYZ,17113
1/4/2016,Aircon System,ABC,17114
1/4/2016,Aircon System,ABC,17117
1/4/2016,Aircon System,ABC,17122
1/4/2016,Aircon System,ABC,17124
1/4/2016,Aircon System,XYZ,17126
1/4/2016,Aircon System,ABC,17129
1/4/2016,Aircon System,ABC,17134
1/4/2016,Aircon System,ABC,17137
1/4/2016,Aircon System,ABC,17141
1/4/2016,Aircon System,ABC,17144
1/4/2016,Aircon System,ABC,17150
1/4/2016,Aircon System,ABC,17153
1/4/2016,Aircon System,ABC,17154
1/4/2016,Aircon System,ABC,17159
1/4/2016,Aircon System,ABC,17163
1/4/2016,Aircon System,ABC,17164
1/4/2016,Aircon System,ABC,17167
1/4/2016,Aircon System,ABC,17170
1/4/2016,Aircon System,ABC,17174
1/4/2016,Aircon System,ABC,17178
1/4/2016,Aircon System,ABC,17183
1/4/2016,Aircon System,ABC,17189
1/4/2016,Aircon System,ABC,17195
1/4/2016,Aircon System,ABC,17199
1/4/2016,Aircon System,ABC,17203
1/4/2016,Aircon System,XYZ,17208
1/4/2016,Aircon System,ABC,17213
1/4/2016,Aircon System,ABC,17214
1/4/2016,Aircon System,ABC,17215
1/4/2016,Aircon System,ABC,17218
1/4/2016,Aircon System,ABC,17224
1/4/2016,Aircon System,ABC,17227
1/4/2016,Aircon System,ABC,17233
1/4/2016,Aircon System,ABC,17237
1/4/2016,Aircon System,ABC,17242
1/4/2016,Aircon System,ABC,17243
1/4/2016,Aircon System,ABC,17249
1/4/2016,Aircon System,XYZ,17253
1/4/2016,Aircon System,ABC,17254
1/4/2016,Aircon System,ABC,17259
1/4/2016,Aircon System,ABC,17265
1/4/2016,Aircon System,ABC,17271
1/5/2016,Control System,ABC,17272
1/5/2016,Control System,ABC,17278
1/5/2016,Control System,ABC,17281
1/5/2016,Control System,ABC,17287
1/5/2016,Control System,XYZ,17289
1/5/2016,Control System,XYZ,17292
1/5/2016,Control System,XYZ,17294
1/5/2016,Control System,ABC,17297
1/5/2016,Control System,ABC,17301
1/5/2016,Control System,ABC,17306
1/5/2016,Door System,ABC,17307
1/5/2016,Door System,ABC,17309
1/5/2016,Door System,ABC,17311
1/5/2016,Door System,XYZ,17315
1/5/2016,Door System,XYZ,17319
1/5/2016,Door System,ABC,17323
1/5/2016,Door System,ABC,17324
1/5/2016,Door System,ABC,17325
1/5/2016,Door System,ABC,17331
1/5/2016,Door System,ABC,17336
1/5/2016,Door System,ABC,17341
1/5/2016,Door System,ABC,17347
1/5/2016,Door System,ABC,17348
1/5/2016,Propulsion System,ABC,17353
1/5/2016,Propulsion System,ABC,17356
1/5/2016,Propulsion System,ABC,17358
1/5/2016,Propulsion System,ABC,17363
1/5/2016,Propulsion System,XYZ,17368
1/5/2016,Propulsion System,ABC,17371
1/5/2016,Propulsion System,XYZ,17377
1/5/2016,Propulsion System,ABC,17379
1/5/2016,Propulsion System,ABC,17385
1/5/2016,Propulsion System,ABC,17390
1/5/2016,Propulsion System,XYZ,17391
1/5/2016,Propulsion System,ABC,17397
1/5/2016,Propulsion System,ABC,17398
1/5/2016,Propulsion System,ABC,17404
1/5/2016,Propulsion System,ABC,17410
1/5/2016,Propulsion System,ABC,17411
1/5/2016,Propulsion System,ABC,17416
1/5/2016,Propulsion System,ABC,17420
1/5/2016,Propulsion System,ABC,17424
1/5/2016,Pneumatic System,ABC,17430
1/5/2016,Pneumatic System,XYZ,17435
1/5/2016,Electrical System,ABC,17438
1/5/2016,Electrical System,ABC,17442
1/5/2016,Electrical System,ABC,17447
1/5/2016,Electrical System,ABC,17452
1/5/2016,Brake System,XYZ,17456
1/5/2016,Brake System,XYZ,17457
1/5/2016,Brake System,ABC,17462
1/5/2016,Brake System,ABC,17464
1/5/2016,Brake System,ABC,17467
1/5/2016,Brake System,XYZ,17469
1/5/2016,Brake System,ABC,17471
1/5/2016,Brake System,XYZ,17472
1/5/2016,Brake System,ABC,17476
1/5/2016,Brake System,ABC,17481
1/5/2016,Brake System,ABC,17486
1/5/2016,Brake System,XYZ,17488
1/5/2016,Auxiliary System,XYZ,17494
1/5/2016,Auxiliary System,XYZ,17500
1/5/2016,Auxiliary System,XYZ,17502
1/5/2016,Auxiliary System,XYZ,17504
1/5/2016,Auxiliary System,XYZ,17509
1/5/2016,Auxiliary System,ABC,17512
1/5/2016,Auxiliary System,ABC,17518
1/5/2016,Auxiliary System,XYZ,17523
1/5/2016,Auxiliary System,ABC,17527
1/5/2016,Auxiliary System,XYZ,17529
1/5/2016,Auxiliary System,XYZ,17535
1/5/2016,Auxiliary System,XYZ,17540
1/5/2016,Auxiliary System,XYZ,17542
1/5/2016,Auxiliary System,XYZ,17545
1/5/2016,Auxiliary System,ABC,17547
1/5/2016,Auxiliary System,XYZ,17551
1/5/2016,Auxiliary System,ABC,17556
1/5/2016,Auxiliary System,XYZ,17562
1/5/2016,Aircon System,ABC,17565
1/5/2016,Aircon System,ABC,17566
1/5/2016,Aircon System,ABC,17568
1/5/2016,Aircon System,ABC,17574
1/5/2016,Aircon System,ABC,17578
1/5/2016,Aircon System,ABC,17582
1/5/2016,Aircon System,ABC,17586
1/5/2016,Aircon System,XYZ,17590
1/5/2016,Aircon System,ABC,17596
1/5/2016,Aircon System,ABC,17602
1/5/2016,Aircon System,XYZ,17606
1/5/2016,Aircon System,ABC,17610
1/5/2016,Aircon System,ABC,17612
1/5/2016,Aircon System,ABC,17616
1/5/2016,Aircon System,ABC,17621
1/5/2016,Aircon System,ABC,17623
1/5/2016,Aircon System,ABC,17628
1/5/2016,Aircon System,ABC,17633
1/5/2016,Aircon System,XYZ,17638
1/5/2016,Aircon System,XYZ,17641
1/5/2016,Aircon System,XYZ,17645
1/5/2016,Aircon System,XYZ,17651
1/5/2016,Aircon System,ABC,17655
1/5/2016,Aircon System,ABC,17658
1/5/2016,Aircon System,ABC,17659
1/5/2016,Aircon System,ABC,17665
1/5/2016,Aircon System,ABC,17668
1/5/2016,Aircon System,ABC,17672
1/5/2016,Aircon System,ABC,17673
1/5/2016,Aircon System,ABC,17675
1/5/2016,Aircon System,XYZ,17678
1/5/2016,Aircon System,ABC,17679
1/5/2016,Aircon System,ABC,17685
1/5/2016,Aircon System,ABC,17686
1/5/2016,Aircon System,XYZ,17687
1/5/2016,Aircon System,ABC,17689
1/5/2016,Aircon System,ABC,17692
1/5/2016,Aircon System,XYZ,17697
1/5/2016,Aircon System,ABC,17698
1/5/2016,Aircon System,ABC,17704
1/5/2016,Aircon System,ABC,17707
1/5/2016,Aircon System,ABC,17708
1/5/2016,Aircon System,ABC,17714
1/5/2016,Aircon System,ABC,17719
1/5/2016,Aircon System,ABC,17723
1/5/2016,Aircon System,ABC,17729
1/5/2016,Aircon System,ABC,17733
1/5/2016,Aircon System,ABC,17738
1/5/2016,Aircon System,ABC,17744
1/5/2016,Aircon System,ABC,17750
1/5/2016,Aircon System,ABC,17754
1/5/2016,Aircon System,ABC,17759
1/5/2016,Aircon System,ABC,17765
1/5/2016,Aircon System,XYZ,17768
1/5/2016,Aircon System,ABC,17774
1/5/2016,Aircon System,ABC,17776
1/5/2016,Aircon System,XYZ,17782
1/5/2016,Aircon System,ABC,17787
1/5/2016,Aircon System,ABC,17791
1/5/2016,Aircon System,ABC,17796
1/6/2016,Control System,XYZ,17801
1/6/2016,Control System,XYZ,17806
1/6/2016,Control System,ABC,17809
1/6/2016,Control System,ABC,17814
1/6/2016,Control System,XYZ,17817
1/6/2016,Control System,ABC,17822
1/6/2016,Control System,ABC,17824
1/6/2016,Door System,ABC,17829
1/6/2016,Door System,ABC,17833
1/6/2016,Door System,ABC,17838
1/6/2016,Door System,ABC,17844
1/6/2016,Door System,ABC,17850
1/6/2016,Door System,ABC,17856
1/6/2016,Door System,ABC,17857
1/6/2016,Door System,ABC,17858
1/6/2016,Door System,ABC,17864
1/6/2016,Door System,ABC,17868
1/6/2016,Door System,ABC,17869
1/6/2016,Door System,ABC,17871
1/6/2016,Propulsion System,XYZ,17875
1/6/2016,Propulsion System,ABC,17879
1/6/2016,Propulsion System,ABC,17880
1/6/2016,Propulsion System,ABC,17881
1/6/2016,Propulsion System,ABC,17886
1/6/2016,Propulsion System,ABC,17891
1/6/2016,Propulsion System,XYZ,17893
1/6/2016,Propulsion System,ABC,17898
1/6/2016,Pneumatic System,ABC,17901
1/6/2016,Pneumatic System,ABC,17907
1/6/2016,Pneumatic System,ABC,17913
1/6/2016,Pneumatic System,XYZ,17914
1/6/2016,Pneumatic System,ABC,17918
1/6/2016,Pneumatic System,ABC,17921
1/6/2016,Pneumatic System,XYZ,17924
1/6/2016,Pneumatic System,XYZ,17928
1/6/2016,Electrical System,ABC,17933
1/6/2016,Electrical System,ABC,17938
1/6/2016,Electrical System,XYZ,17943
1/6/2016,Brake System,XYZ,17945
1/6/2016,Brake System,XYZ,17948
1/6/2016,Brake System,XYZ,17949
1/6/2016,Brake System,ABC,17954
1/6/2016,Brake System,ABC,17958
1/6/2016,Brake System,XYZ,17963
1/6/2016,Brake System,ABC,17969
1/6/2016,Brake System,XYZ,17974
1/6/2016,Brake System,XYZ,17979
1/6/2016,Brake System,ABC,17983
1/6/2016,Brake System,ABC,17986
1/6/2016,Auxiliary System,ABC,17991
1/6/2016,Auxiliary System,ABC,17997
1/6/2016,Auxiliary System,ABC,18001
1/6/2016,Auxiliary System,XYZ,18005
1/6/2016,Auxiliary System,XYZ,18009
1/6/2016,Auxiliary System,XYZ,18014
1/6/2016,Auxiliary System,ABC,18019
1/6/2016,Aircon System,ABC,18020
1/6/2016,Aircon System,XYZ,18025
1/6/2016,Aircon System,ABC,18028
1/6/2016,Aircon System,XYZ,18032
1/6/2016,Aircon System,ABC,18033
1/6/2016,Aircon System,ABC,18035
1/6/2016,Aircon System,ABC,18038
1/6/2016,Aircon System,ABC,18039
1/6/2016,Aircon System,XYZ,18042
1/6/2016,Aircon System,ABC,18046
1/6/2016,Aircon System,ABC,18050
1/6/2016,Aircon System,ABC,18052
1/6/2016,Aircon System,ABC,18057
1/6/2016,Aircon System,ABC,18058
1/6/2016,Aircon System,ABC,18062
1/6/2016,Aircon System,ABC,18064
1/6/2016,Aircon System,XYZ,18070
1/6/2016,Aircon System,ABC,18076
1/6/2016,Aircon System,ABC,18080
1/6/2016,Aircon System,XYZ,18082
1/6/2016,Aircon System,ABC,18086
1/6/2016,Aircon System,ABC,18087
1/6/2016,Aircon System,ABC,18093
1/6/2016,Aircon System,ABC,18097
1/6/2016,Aircon System,ABC,18098
1/6/2016,Aircon System,ABC,18099
1/6/2016,Aircon System,XYZ,18100
1/6/2016,Aircon System,ABC,18103
1/6/2016,Aircon System,ABC,18109
